FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,IL,050,00,00,000,0000069,0500000US17135,17135,2,3,17,01779784,135,H1,01784866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822740452,15459874,Montgomery,Montgomery County,A,,28288,12511,+39.2280681,-089.4781406,06,,,28288,27248,25872,926,64,135,9,242,1040,997,101,431,62,10,381,1,5,0,3,0,0,2,0,0,1,34,2,1,5,1,7,0,8,3,1,0,4,2,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28288,587,27701,26838,25709,916,49,131,7,26,863,843,101,430,61,10,232,1,5,0,3,0,0,0,0,0,0,17,1,1,3,0,7,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22522,21841,20578,879,50,111,9,214,681,654,47,310,32,6,247,1,5,0,3,0,0,2,0,0,1,21,1,0,0,1,5,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22522,410,22112,21530,20478,869,40,111,7,25,582,571,47,309,31,6,169,1,5,0,3,0,0,0,0,0,0,8,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12511,11155,1356,2366,2319,1866,0,453,0,47,0,0,47
PLST,IL,050,00,00,000,0000070,0500000US17137,17137,2,3,17,01779784,137,H1,00424270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27300,2,522,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473567808,9081549,Morgan,Morgan County,A,,32915,15031,+39.7176678,-090.2050054,06,,,32915,31489,28786,1983,68,270,16,366,1426,1349,478,394,57,3,353,6,4,0,31,0,0,6,9,3,5,75,40,0,0,9,2,0,9,8,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32915,838,32077,30870,28489,1961,54,266,16,84,1207,1145,467,381,54,3,196,6,3,0,23,0,0,0,8,2,2,60,39,0,0,2,2,0,2,8,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26419,25547,23465,1542,52,201,13,274,872,830,184,315,32,3,250,6,1,0,19,0,0,6,9,0,5,40,20,0,0,2,2,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26419,617,25802,25069,23243,1527,47,197,13,42,733,698,173,308,31,3,153,6,1,0,13,0,0,0,8,0,2,33,20,0,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15031,13511,1520,2467,1541,1065,0,416,60,926,541,0,385
PLST,IL,050,00,00,000,0000071,0500000US17139,17139,2,3,17,01779784,139,H1,01784885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870127369,22111272,Moultrie,Moultrie County,A,,14526,6159,+39.6368956,-088.6257259,06,,,14526,14060,13815,84,26,49,1,85,466,445,61,213,10,0,148,0,3,0,3,0,0,0,7,0,0,18,0,0,0,2,0,0,1,2,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14526,194,14332,13931,13747,84,26,49,0,25,401,387,54,213,10,0,100,0,3,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10942,10643,10467,55,26,39,0,56,299,294,13,160,3,0,113,0,1,0,3,0,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10942,128,10814,10569,10428,55,26,39,0,21,245,244,6,160,3,0,73,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6159,5662,497,405,210,46,0,164,0,195,0,0,195
PLST,IL,050,00,00,000,0000072,0500000US17141,17141,2,3,17,01779784,141,H1,01784894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40300,2,466,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964903701,12378959,Ogle,Ogle County,A,,51788,22632,+42.0418840,-089.3201764,06,,,51788,47999,44519,578,279,263,1,2359,3789,3616,411,843,189,18,2080,3,6,0,36,1,0,24,0,5,0,155,41,0,0,16,2,3,69,2,14,1,0,0,0,0,0,1,0,0,0,6,18,1,0,3,4,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51788,5797,45991,44098,43120,543,72,259,0,104,1893,1818,383,779,178,18,442,0,6,0,12,0,0,0,0,0,0,58,32,0,0,8,2,3,5,2,4,1,0,0,0,0,0,1,0,0,0,0,17,0,0,3,4,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39983,37670,35269,380,212,195,1,1613,2313,2201,130,593,69,6,1354,0,5,0,21,0,0,18,0,5,0,98,25,0,0,9,0,3,46,0,8,1,0,0,0,0,0,0,0,0,0,6,14,0,0,0,4,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39983,3654,36329,35184,34495,366,62,191,0,70,1145,1093,121,565,69,6,322,0,5,0,5,0,0,0,0,0,0,38,18,0,0,7,0,3,5,0,4,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22632,20870,1762,502,443,20,18,361,44,59,29,0,30
PLST,IL,050,00,00,000,0000073,0500000US17143,17143,2,3,17,01779784,143,H1,01784920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37900,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602499827,30699174,Peoria,Peoria County,A,,181830,85074,+40.7859722,-089.7669933,06,,,181830,170074,122629,34015,550,7779,66,5035,11756,11129,3743,2122,971,58,3519,210,53,2,313,1,1,71,17,41,7,586,266,48,2,84,34,2,64,19,46,0,7,0,4,5,5,0,0,0,0,0,37,8,0,22,2,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,3,3,181830,10091,171739,163180,120629,33635,342,7730,61,783,8559,8133,3578,2012,947,55,1032,202,53,2,206,1,0,10,16,18,1,413,253,47,2,36,32,2,0,18,15,0,3,0,0,0,5,0,0,0,0,0,12,0,0,5,2,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,139675,132941,100261,23030,409,5755,52,3434,6734,6411,1484,1610,437,33,2401,160,31,2,155,0,1,47,15,29,6,293,129,15,2,37,12,2,48,11,25,0,7,0,0,3,2,0,0,0,0,0,27,5,0,17,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,139675,6577,133098,128346,98963,22834,258,5719,47,525,4752,4542,1438,1539,417,32,789,155,31,2,103,0,0,10,14,12,0,200,120,15,2,24,12,2,0,11,9,0,3,0,0,0,2,0,0,0,0,0,10,0,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85074,75808,9266,4739,2340,522,96,1722,0,2399,1905,0,494
PLST,IL,050,00,00,000,0000074,0500000US17145,17145,2,3,17,01779784,145,H1,01784940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144587283,13199036,Perry,Perry County,A,,20945,9123,+38.0843809,-089.3685249,06,,,20945,20163,17919,1681,44,126,1,392,782,722,164,277,18,0,228,0,1,5,9,0,1,9,6,4,0,47,22,0,0,9,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0,1,4,0,0,0,0,0,1,3,0,0,0,0,4,3,1,0,0,0,0,0,0,20945,714,20231,19626,17779,1653,34,125,1,34,605,574,164,258,12,0,125,0,0,5,1,0,1,0,6,2,0,23,17,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,16873,16397,14351,1566,41,99,0,340,476,440,54,192,12,0,165,0,0,0,9,0,1,1,6,0,0,31,16,0,0,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,16873,541,16332,15955,14254,1545,31,99,0,26,377,353,54,184,10,0,97,0,0,0,1,0,1,0,6,0,0,19,15,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,9123,8014,1109,2256,2232,1993,10,220,9,24,0,0,24
PLST,IL,050,00,00,000,0000075,0500000US17147,17147,2,3,17,01779784,147,H1,00424275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16580,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137492089,754122,Piatt,Piatt County,A,,16673,7360,+40.0090327,-088.5923546,06,,,16673,15971,15692,83,24,84,1,87,702,647,95,288,58,2,193,0,0,1,3,0,0,5,1,0,1,48,11,4,12,2,0,0,15,0,0,0,0,2,0,0,0,1,1,0,0,0,7,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16673,247,16426,15838,15600,83,23,80,1,51,588,566,95,287,58,2,122,0,0,1,0,0,0,0,0,0,1,20,11,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12961,12518,12329,47,20,58,1,63,443,425,20,223,33,2,137,0,0,0,3,0,0,5,1,0,1,13,1,4,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12961,149,12812,12442,12284,47,20,57,1,33,370,368,20,223,33,2,89,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360,6818,542,221,137,0,0,137,0,84,0,0,84
PLST,IL,050,00,00,000,0000076,0500000US17149,17149,2,3,17,01779784,149,H1,01784941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153190724,45251530,Pike,Pike County,A,,14739,7260,+39.6251059,-090.8890344,06,,,14739,14234,13969,73,38,43,7,104,505,493,39,249,14,7,163,3,0,0,10,0,0,4,0,4,0,6,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,14739,262,14477,14039,13874,63,33,43,6,20,438,428,37,242,14,5,110,3,0,0,9,0,0,4,0,4,0,6,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11391,11049,10851,54,31,36,7,70,342,335,14,182,6,7,109,1,0,0,8,0,0,4,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11391,158,11233,10930,10796,51,26,36,6,15,303,296,14,176,6,5,78,1,0,0,8,0,0,4,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7260,6138,1122,320,297,125,0,172,0,23,0,0,23
PLST,IL,050,00,00,000,0000077,0500000US17151,17151,2,3,17,01779784,151,H1,00424277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955362037,14662240,Pope,Pope County,A,,3763,2355,+37.4171687,-088.5423737,06,,,3763,3599,3513,43,7,19,0,17,164,148,25,63,21,0,34,0,0,0,1,2,0,0,0,2,0,14,7,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,71,3692,3546,3491,38,1,16,0,0,146,134,23,63,19,0,27,0,0,0,1,1,0,0,0,0,0,10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,2960,2887,43,7,10,0,13,108,100,15,50,9,0,24,0,0,0,0,0,0,0,0,2,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,49,3019,2921,2875,38,1,7,0,0,98,90,13,50,9,0,18,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,1694,661,94,67,67,0,0,0,27,0,0,27
PLST,IL,050,00,00,000,0000078,0500000US17153,17153,2,3,17,01779784,153,H1,01784966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516100615,9768333,Pulaski,Pulaski County,A,,5193,2831,+37.2156152,-089.1277549,06,,,5193,4943,3261,1466,41,13,0,162,250,222,86,69,0,0,46,2,0,0,9,1,0,2,7,0,0,27,4,4,0,0,7,0,3,3,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5193,204,4989,4770,3245,1462,36,13,0,14,219,198,85,68,0,0,31,2,0,0,2,1,0,2,7,0,0,21,4,4,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127,3974,2611,1169,33,13,0,148,153,138,33,58,0,0,29,2,0,0,9,0,0,2,5,0,0,15,3,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127,180,3947,3816,2597,1168,28,13,0,10,131,119,32,57,0,0,19,2,0,0,2,0,0,2,5,0,0,12,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831,2268,563,155,137,132,0,5,0,18,0,0,18
PLST,IL,050,00,00,000,0000079,0500000US17155,17155,2,3,17,01779784,155,H1,00424279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36837,2,176,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414649315,31195045,Putnam,Putnam County,A,,5637,3057,+41.1989613,-089.2983474,06,,,5637,5368,5175,26,13,18,4,132,269,256,4,82,13,3,149,0,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637,348,5289,5136,5073,26,7,18,4,8,153,150,4,67,12,2,60,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555,4383,4249,17,12,16,4,85,172,166,4,52,4,2,101,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555,214,4341,4232,4181,17,6,16,4,8,109,109,4,52,4,2,44,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057,2426,631,11,11,11,0,0,0,0,0,0,0
PLST,IL,050,00,00,000,0000080,0500000US17157,17157,2,3,17,01779784,157,H1,01784967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490194098,56150220,Randolph,Randolph County,A,,30163,13373,+38.0565149,-089.8212096,06,,,30163,28874,25626,2395,62,86,8,697,1289,1230,246,453,63,0,440,4,0,4,10,0,1,0,1,3,5,48,20,3,2,3,8,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30163,1031,29132,28054,25460,2381,48,86,7,72,1078,1035,239,451,59,0,273,4,0,4,0,0,1,0,1,3,0,35,20,0,0,3,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24201,23408,20641,2115,52,76,5,519,793,759,60,342,40,0,301,3,0,4,4,0,1,0,0,0,4,24,4,3,2,0,8,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24201,721,23480,22799,20534,2107,40,76,5,37,681,657,58,340,36,0,215,3,0,4,0,0,1,0,0,0,0,16,4,0,0,0,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13373,11693,1680,2870,2491,2203,0,288,0,379,0,0,379
PLST,IL,050,00,00,000,0000081,0500000US17159,17159,2,3,17,01779784,159,H1,00424281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932484098,4874777,Richland,Richland County,A,,15813,7364,+38.7121872,-088.0854523,06,,,15813,15224,14896,77,37,127,7,80,589,563,83,207,74,0,191,2,0,2,1,0,0,0,0,3,0,21,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15813,273,15540,15068,14813,75,28,123,7,22,472,463,83,199,70,0,108,0,0,2,1,0,0,0,0,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12246,11893,11647,59,30,96,0,61,353,342,30,152,36,0,121,2,0,0,1,0,0,0,0,0,0,11,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12246,146,12100,11797,11599,59,28,92,0,19,303,297,30,151,36,0,79,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7364,6621,743,312,194,2,0,192,0,118,0,0,118
PLST,IL,050,00,00,000,0000082,0500000US17161,17161,2,3,17,01779784,161,H1,00424282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19340,1,209,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107209787,61633885,Rock Island,Rock Island County,A,,144672,66729,+41.4684205,-090.5721252,06,,,144672,131980,102939,16607,748,4089,45,7552,12692,11953,2645,1725,570,27,6324,136,51,12,225,8,6,189,9,21,5,675,238,23,7,172,10,0,171,1,24,10,0,0,0,0,9,0,3,5,2,0,57,7,3,24,2,5,2,7,1,0,1,0,1,0,0,4,6,3,0,2,0,1,0,1,1,144672,19842,124830,118648,97689,16169,240,4033,35,482,6182,5870,2402,1539,524,25,1091,127,51,12,72,4,4,0,8,7,4,278,189,23,7,29,10,0,7,1,6,1,0,0,0,0,0,0,0,5,0,0,31,7,1,11,0,3,2,3,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,112700,104927,84882,11260,533,2835,28,5389,7773,7410,989,1316,320,20,4319,110,35,9,119,4,2,142,8,17,0,332,129,17,0,50,4,0,104,1,8,9,0,0,0,0,0,0,3,5,2,0,24,1,3,12,2,1,1,0,0,0,0,0,0,0,0,4,6,3,0,2,0,1,0,1,1,112700,12961,99739,96055,81649,11078,186,2804,25,313,3684,3524,948,1216,300,20,826,101,35,9,55,0,0,0,7,7,0,150,109,17,0,10,4,0,0,1,3,1,0,0,0,0,0,0,0,5,0,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,66729,60735,5994,4412,2265,1278,11,976,0,2147,1729,0,418
